id,nama,namaKab,namaPartai,noUrut,originalFilename,stringJenisKelamin,dapil_id
173864,"KH. AM. SAEPUDIN, MA",SUKABUMI,PARTAI BERKARYA,7,FOTO UNTUK SILON.JPG,Laki-Laki,23
258968,"BARICK AHMAD SETIAWAN, , S.Si., M.A.B.",KOTA BANDUNG,PARTAI DEMOKRAT,7,"Barick Ahmad Setiawan, , S.Si., M.A.B..jpg",Laki-Laki,23
273963,"AFRIAN BONDJOL, S.H.",JAKARTA SELATAN,Partai Golongan Karya,7,Foto Afrian Bondjol.jpg,Laki-Laki,23
302315,H. ACHMAD TEDDY RISANDI,KOTA BOGOR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,7,teddy risandi.jpg,Laki-Laki,23
303412,"AHMAD NURUL FAJRI, SS",CIANJUR,Partai Bulan Bintang,7,,Laki-Laki,23
28801,"RONALD GANDHA PARLINDUNGAN HUTABARAT, ST",JAKARTA TIMUR,Partai Solidaritas Indonesia,8,Foto.jpg,Laki-Laki,23
75632,Ir. H. MOHAMMAD NUR SUKMA,KOTA BOGOR,PARTAI GERAKAN INDONESIA RAYA,8,MOHAMMAD NUR SUKMA.jpg,Laki-Laki,23
113634,"R. PEPEN RUSTAM EFENDI, SH",KOTA BOGOR,Partai NasDem,8,FOTO.jpg,Laki-Laki,23
162658,SARAH FATIMAH,BOGOR,Partai Persatuan pembangunan,8,sarah-foto.jpg,Perempuan,23
197487,ANDARINI RIEKE LESTINA H,JAKARTA TIMUR,Persatuan Indonesia,8,ANDARINI RIEKE L.jpg,Perempuan,23
210854,"SARI MARLIA, SH",BOGOR,PARTAI AMANAT NASIONAL,8,WhatsApp Image 2018-07-17 at 3.15.22 PM(1).jpeg,Perempuan,23
214033,"DESTINAL ARMUNANTO, SH.,MM",KOTA DEPOK,Partai Kebangkitan Bangsa,8,E-FOTO_DESTINAL ARMUNANTO_JABAR III.jpeg,Laki-Laki,23
234762,"H. TB RADITYA INDRAJAYA, S.E",BANDUNG,Partai Golongan Karya,8,TUBAGUS RADITYA_3204090274430002_PASPHOTO 4x6 (2).jpg,Laki-Laki,23
247929,MOHAMMAD KASIF,JAKARTA PUSAT,Partai Keadilan Sejahtera,8,Mohammad Kasif S.Pd.I.jpeg,Laki-Laki,23
255201,SOFIA YULINAR,KOTA BANDUNG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,8,SOFIA YULINAR.jpg,Perempuan,23
258978,"Drs. MAMAN HERMAN, M.Si",KOTA BOGOR,PARTAI DEMOKRAT,8,"Drs. maman herman, , m.si.jpg",Laki-Laki,23
297772,INDAH LESTARI,BANDUNG,PARTAI BERKARYA,8,Foto sementara.JPG,Perempuan,23
303413,"PURWANTO JOYO MARTONO, ST",KOTA BOGOR,Partai Bulan Bintang,8,,Laki-Laki,23
31496,"MUSOLLINI LUBIS, S.TP",KOTA BOGOR,Partai Solidaritas Indonesia,9,Foto - MUSOLLINI LUBIS.JPG,Laki-Laki,23
88428,R. ELA LAYLA MARDIYAH,KOTA BANDUNG,Partai Keadilan Sejahtera,9,foto2.jpg,Perempuan,23
90289,Hj. YENI NURAENI,CIANJUR,Partai NasDem,9,Pas Foto.jpg,Perempuan,23
159837,"SITI JUBAEDAH QUROH, S.PD.",CIANJUR,Partai Persatuan pembangunan,9,siti jubaedah.jpg,Perempuan,23
175300,MUAMAR TORIK,KOTA BOGOR,PARTAI BERKARYA,9,foto silon.JPG,Laki-Laki,23
200180,"DINI RACHMANI, SE",JAKARTA TIMUR,Persatuan Indonesia,9,DINI RACHMANI.jpg,Perempuan,23
200845,DINA AMALIA H,KOTA BEKASI,PARTAI DEMOKRAT,9,DINA AMALIA H.jpg,Perempuan,23
228280,AHMAD RIZAL,BOGOR,PARTAI AMANAT NASIONAL,9,WhatsApp Image 2018-07-16 at 10.55.15.jpeg,Laki-Laki,23
234303,Ir. HJ. METTY TRIANTIKA,KOTA BANDUNG,Partai Golongan Karya,9,pass photo metty jabar3.jpg,Perempuan,23
289001,MARUARAR SIRAIT,KOTA TANGERANG SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,9,photo_3273222312690003_pas_foto_pak_ara_3x4.jpg,Laki-Laki,23
293908,Dr. Ir. H. LUKMAN MALANUANG,KOTA BOGOR,PARTAI GERAKAN INDONESIA RAYA,9,FOTO-LUKMAN.jpg,Laki-Laki,23
295250,RIMA YULIA MA'LIAH,CIANJUR,Partai Kebangkitan Bangsa,9,PAS PHOTO_Rima Mali'ah_JABAR III.jpeg,Perempuan,23
303415,ENDAH ROSANAH,KOTA BEKASI,Partai Bulan Bintang,9,,Perempuan,23
20874,"Drs. PUDJI HARTANTO, M.M",TANGERANG,Partai NasDem,1,4x6 Pudji hartanto.jpg,Laki-Laki,24
40117,"dr. RIBKA TJIPTANING PROLETARIYATI, A.AK",KOTA TANGERANG,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,photo_3671064107590015_rbk_01.jpg,Perempuan,24
54487,"HJ. DESY RATNASARI, M.Si,M.Psi",KOTA TANGERANG SELATAN,PARTAI AMANAT NASIONAL,1,FOTO.jpg,Perempuan,24
64708,H ICUK SUGIARTO,JAKARTA BARAT,Partai Hati Nurani Rakyat,1,H. Icuk Sugiarto.PNG,Laki-Laki,24
71580,"DRS. H RASTA WIGUNA, M.SI",INDRAMAYU,Partai Kebangkitan Bangsa,1,E-FOTO_RASTA WIGUNA_JABAR VIII.jpeg,Laki-Laki,24
75664,RITA IRAWATI PRIATNA,KOTA TANGERANG SELATAN,PARTAI BERKARYA,1,foto merah.jpg,Perempuan,24
92460,Dr. HJ. RENI MARLINAWATI,JAKARTA TIMUR,Partai Persatuan pembangunan,1,Reni M - foto.jpg,Perempuan,24
105932,drh. H. SLAMET,SUKABUMI,Partai Keadilan Sejahtera,1,Drh.H.Slamet.jpeg,Laki-Laki,24
114425,"ALLEN YULIANA ELIA, SE",KOTA SUKABUMI,Partai Solidaritas Indonesia,1,Pas Foto.jpg,Perempuan,24
120165,HERI GUNAWAN,KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,1,Foto-HeriGunawan_1.jpg,Laki-Laki,24
137298,"Drs. H. HERMAN GURNAWIJAYA MACHFUD, M.Si",KOTA SUKABUMI,Partai Bulan Bintang,1,HERMAN GUNAWIJAYA.jpg,Laki-Laki,24
137711,"H. MOHAMAD MURAZ, SH, MM",KOTA SUKABUMI,PARTAI DEMOKRAT,1,"H. MOHAMAD MURAZ, SH, MM.jpg",Laki-Laki,24
155223,"HJ. DEWI ASMARA, S.H., M.H.",JAKARTA BARAT,Partai Golongan Karya,1,"HJ. DEWI ASMARA, S.H.,M.H_3173080259870018_PASFOTO 4X6.jpg",Perempuan,24
207958,"WINA ARMADA, S.H, M.H",JAKARTA SELATAN,Persatuan Indonesia,1,WINA ARMADA.jpg,Laki-Laki,24
280158,"RIO PRATAMA, S.Kom",KOTA BANDUNG,Partai Keadilan dan Persatuan Indonesia,1,PAS FOTO.jpg,Laki-Laki,24
32555,"H. ADE YUSUP, M.AG",SUKABUMI,Partai Kebangkitan Bangsa,2,6.1. Pas Photo DRS.H.ADE YUSUF SF. 4X6 CM-4.jpg,Laki-Laki,24
40148,"KH. M NOVA ANDIKA, S.E.,M.E.",KOTA SUKABUMI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,NOVA ANDIKA.jpg,Laki-Laki,24
64449,"HJ. LISDAWATY M PERMANA, S.E.",JAKARTA TIMUR,Partai NasDem,2,Pas Foto.jpg,Perempuan,24
70045,"IMAN ADINUGRAHA, SE, AKT, CA",SUKABUMI,PARTAI AMANAT NASIONAL,2,OK.jpg,Laki-Laki,24
74606,MUHAMAD ARAFAH,KOTA TANGERANG SELATAN,PARTAI BERKARYA,2,FOTO UNTUK SILON.JPG,Laki-Laki,24
76458,NEVI HERIYANTI,JAKARTA TIMUR,PARTAI GERAKAN INDONESIA RAYA,2,PASS PHOTO 4X6 neviii_20180717_0001.jpg,Perempuan,24
101076,FRANS MEROGA SURUNG RAJA PANGGABEAN,KOTA BANDUNG,Partai Solidaritas Indonesia,2,PAS POTO.JPG,Laki-Laki,24
105929,"FITRI HAYATI, S.Ag",KOTA SUKABUMI,Partai Keadilan Sejahtera,2,FITRI - FOTO.jpg,Perempuan,24
108388,H. IKBAL ASIMUDIN ABDUL FATAH,KOTA BANDUNG,Partai Persatuan pembangunan,2,Ikbal Asimudin-foto.jpg,Laki-Laki,24
135114,"EUIS WIDANINGSIH, SE,MM",SUKABUMI,PARTAI DEMOKRAT,2,"EUIS WIDANINGSIH, SE,MM.jpg",Perempuan,24
146590,Drs. SAHAR L HASSAN,KOTA TANGERANG SELATAN,Partai Bulan Bintang,2,FOTO SAHAR.jpeg,Laki-Laki,24
155925,"CALVIN LAMBE, Bsc",KOTA BANDUNG,Persatuan Indonesia,2,CALVIN LAMBE.jpg,Laki-Laki,24
230420,"HERU HERLAMBANG, S.AP",SUKABUMI,Partai Golongan Karya,2,HERU HERLAMBANG_320229026872001_PASFOTO 4X6.jpg,Laki-Laki,24
279777,H. BESRINAWARDI,JAKARTA TIMUR,Partai Keadilan dan Persatuan Indonesia,2,h. besrin. fto.jpg,Laki-Laki,24
302834,MUHAMMAD ISA HARUN,KOTA TANGERANG SELATAN,Partai Hati Nurani Rakyat,2,13_2.PNG,Laki-Laki,24
32285,"RADITYA PADMAWANGSA, S.IP",KOTA SUKABUMI,Partai Solidaritas Indonesia,3,09 - Foto - Raditya Padmawangsa (1).jpg,Laki-Laki,24
98334,MASKUR MASHUDI,KOTA BANDUNG,Partai NasDem,3,Pas_foto.jpg,Laki-Laki,24
106459,"DR. H. SUKMAWIJAYA, MM",SUKABUMI,Partai Keadilan Sejahtera,3,SUKMAWIJAYA - FOTO.jpg,Laki-Laki,24
107057,H. MAKKI YULIAWAN,KOTA BANDUNG,Partai Persatuan pembangunan,3,makki-foto.jpg,Laki-Laki,24
120536,"ABDURRAHMAN TARDJO, SH",JAKARTA TIMUR,PARTAI AMANAT NASIONAL,3,IMG_9811 copy.jpg,Laki-Laki,24
127667,"DESI DELIANA, SE",KOTA TANGERANG,Partai Hati Nurani Rakyat,3,Desi Deliana.PNG,Perempuan,24
134264,"BUDI MUNAWAR KHUTOMI, S.Pd.I",SUKABUMI,PARTAI DEMOKRAT,3,"BUDI MUNAWAR KHUTOMI, S.Pd.I.JPG",Laki-Laki,24
138826,R LINA KURNIA SARI,KOTA SUKABUMI,Partai Bulan Bintang,3,R LINA KURNIASARI.jpg,Perempuan,24
143874,SULIS SETIOWATI,JAKARTA TIMUR,Partai Kebangkitan Bangsa,3,PAS PHOTO WARNA_Sulis Setiowati_JABAR IV-1.jpg,Perempuan,24
175795,EDDY MUNZIRRIAN,KOTA TANGERANG SELATAN,PARTAI BERKARYA,3,10. Pas photo.jpg,Laki-Laki,24
206985,KRISDIYANTI,JAKARTA SELATAN,Persatuan Indonesia,3,KRISDIYANTI.jpg,Perempuan,24
230983,"Dr. drg. TONNY APRILANI, M.Sc",KOTA BANDUNG,Partai Golongan Karya,3,TONNY APRILANI_pass foto.JPG,Laki-Laki,24
255191,"MUSTOFA, SE",KOTA TANGERANG SELATAN,PARTAI GERAKAN INDONESIA RAYA,3,FOTO MUSTOFA_0001.jpg,Laki-Laki,24
261379,KIKI TAHER,KOTA TANGERANG SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,NO. 3 KIKI TAHER.jpg,Laki-Laki,24
281000,MITA MONICA,KOTA BANDUNG,Partai Keadilan dan Persatuan Indonesia,3,foto.jpg,Perempuan,24
23927,SYAIFUL BAHARI,JAKARTA TIMUR,Partai NasDem,4,9. Poto  Syaiful Bahri.jpg,Laki-Laki,24
58004,"AEH CHAERUL SALEH, SE.",JAKARTA SELATAN,Partai Hati Nurani Rakyat,4,Aeh Chaerul Saleh.PNG,Laki-Laki,24
105938,MUH. NURI,KOTA BOGOR,Partai Keadilan Sejahtera,4,Dok baru 2018-07-14 (6).jpg,Laki-Laki,24
120632,INDRA GURU ROOSMONO,JAKARTA SELATAN,PARTAI AMANAT NASIONAL,4,Background Putih.jpg,Laki-Laki,24
136520,"KUSWARA, SH",SUKABUMI,PARTAI DEMOKRAT,4,"KUSWARA, SH.JPG",Laki-Laki,24
159916,MARLYANA SHANTY,KOTA CIMAHI,Persatuan Indonesia,4,MARLYANA.jpg,Perempuan,24
188249,NEVIAWATI,SUKABUMI,Partai Solidaritas Indonesia,4,FOTO.jpg,Perempuan,24
195975,MAYANG RUKMI,JAKARTA BARAT,PARTAI GERAKAN INDONESIA RAYA,4,FOTO-MayangRukmi_1.jpg,Perempuan,24
220943,"DRS. H. ENDANG DJAKATELA, MM MSI",SUKABUMI,Partai Kebangkitan Bangsa,4,pas photo_Endang Jakatela_JABAR IV.jpg,Laki-Laki,24
231702,"H.HEROL AL HUDRI, S.I.P",SUKABUMI,Partai Golongan Karya,4,foto.jpg,Laki-Laki,24
279428,SILVIA RAHMAH,SUKABUMI,Partai Persatuan pembangunan,4,silvia_rahmah.jpg,Perempuan,24
284587,MAULANA AKBAR SYARIF,SUKABUMI,Partai Bulan Bintang,4,MAULANA AKBAR SYARIF.jpg,Laki-Laki,24
297369,VIDYA WIDYASTUTI,JAKARTA SELATAN,PARTAI BERKARYA,4,FOTO SILON.JPG,Perempuan,24
302313,"Dr. Iur. LIONA NANANG SUPRIATNA, S.H., M.Hum",KOTA CIMAHI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,photo_3277012408640005_4x6_copy.jpg,Laki-Laki,24
11977,Ir. A. BAGUS PEKIK. H,KOTA SUKABUMI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,photo_3272051009690021_bagus_poto.jpeg,Laki-Laki,24
28227,YUSRIL SAPUTRA,KOTA SUKABUMI,Partai Solidaritas Indonesia,5,Capture.JPG,Laki-Laki,24
33065,"SUPRIATNO, S.T",LOMBOK TIMUR,Partai Kebangkitan Bangsa,5,pas photo_Suprianto_JABAR IV.jpg,Laki-Laki,24
106988,ZAKIAH SYAMSUDIN,SUKABUMI,Partai Keadilan Sejahtera,5,New Doc 2018-07-14.jpg,Perempuan,24
128427,OLLA RAMLAN TISSA,KOTA TANGERANG SELATAN,Partai NasDem,5,Ola Ramlan.jpg,Perempuan,24
130988,"MODI TITAN PRASETYO, SE",JAKARTA BARAT,PARTAI GERAKAN INDONESIA RAYA,5,FOTO MODI TITAN PRASETYO_20180716_0001.jpg,Laki-Laki,24
135762,"HAMKA HALKAM, SE., MBA",JAKARTA TIMUR,PARTAI DEMOKRAT,5,"Hamka Halkam, SE., MBA.jpg",Laki-Laki,24
147715,"DADANG BAETULLAH, SE",JAKARTA SELATAN,Persatuan Indonesia,5,DADANG BAETULLAH.jpg,Laki-Laki,24
232499,"RADITYA DWI PUTRA KAGISWANA, S.E",JAKARTA SELATAN,Partai Golongan Karya,5,RADITYA_3174070260410014_pasfoto4X6.jpg,Laki-Laki,24
259343,"NUR ARIFUDDIN, S.IP",BEKASI,Partai Bulan Bintang,5,NUR ARIFUDIN.jpeg,Laki-Laki,24
268638,DR. H. MUHAMAD SHOLEHUDIN,SUKABUMI,Partai Persatuan pembangunan,5,sholehudin-foto.jpg,Laki-Laki,24
270465,"ERWIN S.H., MH",JAKARTA BARAT,PARTAI BERKARYA,5,foto.jpeg,Laki-Laki,24
298391,"IRMA AMALIA, S.psi.,M.psi",KOTA BOGOR,PARTAI AMANAT NASIONAL,5,4x6 biru.JPG,Perempuan,24
302833,YANTI,JAKARTA TIMUR,Partai Hati Nurani Rakyat,5,13_5.PNG,Perempuan,24
49350,DERI SEPTI,JAKARTA UTARA,Partai Solidaritas Indonesia,6,PAS POTO.JPG,Laki-Laki,24
88170,IMAM SYAFII,KOTA SUKABUMI,Partai NasDem,6,Foto Imam Syafii.jpg,Laki-Laki,24
143785,MANZILA MARIA RETNO,JAKARTA TIMUR,Partai Kebangkitan Bangsa,6,PAS PHOTO WARNA_Manzila Maria Retno Mayangsari_JABAR IV-1.jpg,Perempuan,24
170268,Dra. DIAN ROSANA,JAKARTA TIMUR,PARTAI DEMOKRAT,6,Dra Dian Rosana.JPG,Perempuan,24
176423,"Dr. dr. MARULI MANGUNSONG, SpS, M.Epid",JAKARTA SELATAN,PARTAI BERKARYA,6,FOTO.JPG,Laki-Laki,24
197677,"Drs.. MUSLIM MASHUDI, MBA",JAKARTA BARAT,Persatuan Indonesia,6,MUSLIM MASHUDI.jpg,Laki-Laki,24
251920,"Drs. H. SUPARDI, M.Pd.",SUKABUMI,Partai Keadilan Sejahtera,6,SUPARDI_JABAR-4.jpeg,Laki-Laki,24
252354,DELIANUR,BANDUNG,PARTAI AMANAT NASIONAL,6,WhatsApp Image 2018-07-26 at 9.54.04 PM.jpeg,Laki-Laki,24
261580,MARSILIA ST KRENATA,KOTA TANGERANG SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,6,NO. 6 MARSILIA ST KRENATA.jpeg,Perempuan,24
269360,"DINA WAHYUNINGRUM, S.E",KOTA BANDUNG,Partai Golongan Karya,6,Pas Foto 4x6.jpg,Perempuan,24
281854,YOSY,JAKARTA SELATAN,Partai Bulan Bintang,6,FOTO YOSI.jpg,Perempuan,24
294744,"MOCHAMAD DJUANDA, ST",KOTA BATAM,PARTAI GERAKAN INDONESIA RAYA,6,FOTO MOHAMAD JUANDA_20180716_0001.jpg,Laki-Laki,24
303550,TAOFIK WAHIDIN,KOTA SUKABUMI,Partai Persatuan pembangunan,6,,Laki-Laki,24
15686,"TEUKU TAUFIQULHADI, M.Si",JAKARTA SELATAN,Partai NasDem,1,FOTO.jpg,Laki-Laki,25
28582,"FAJAR RIZA UL HAQ, MA",KOTA BOGOR,Partai Solidaritas Indonesia,1,pas photo.jpg,Laki-Laki,25
37985,"MUHAMMAD SOPIYAN, MA",JAKARTA TIMUR,Persatuan Indonesia,1,MS.jpg,Laki-Laki,25
38242,ADIAN YUNUS YUSAK NAPITUPULU,JAKARTA SELATAN,PARTAI DEMOKRASI INDONESIA PERJUANGAN,1,photo_3174010901710012_img-20180710-wa0063.jpg,Laki-Laki,25
56679,"DR. H. FADLI ZON, SS., M.Sc",KOTA DEPOK,PARTAI GERAKAN INDONESIA RAYA,1,FADLY ZON.jpg,Laki-Laki,25
69385,"AHMAD MUHAJIR, SE.MM",JAKARTA BARAT,PARTAI BERKARYA,1,FOTO.JPG,Laki-Laki,25
111732,"Dr. JUS USMAN SUMANEGARA, SE., MM.",JAKARTA TIMUR,Partai Hati Nurani Rakyat,1,Jus Usman Sumanegara.PNG,Laki-Laki,25
112802,"DR. H. FAHMY ALAYDROES, MM., Med.",KOTA DEPOK,Partai Keadilan Sejahtera,1,IMG-20180711-WA0016-1.jpg,Laki-Laki,25
117969,TOMMY KURNIAWAN,KOTA TANGERANG SELATAN,Partai Kebangkitan Bangsa,1,Pas PHOTO_Tommy Kurniawan_JABAR V-1.jpg,Laki-Laki,25
126640,"PRIMUS YUSTISIO, SE",JAKARTA SELATAN,PARTAI AMANAT NASIONAL,1,WhatsApp Image 2018-07-13 at 13.29.56.jpeg,Laki-Laki,25
132755,"H. ANTON SUKARTONO SURATTO, M. Si",BOGOR,PARTAI DEMOKRAT,1,"H. Anton Sukartono Suratto, M. Si.JPG",Laki-Laki,25
221219,ELLY RACHMAT YASIN,BOGOR,Partai Persatuan pembangunan,1,Elly Rahmat Yasin-foto.jpg,Perempuan,25
230544,"RAVINDRA AIRLANGGA, M.S.",JAKARTA SELATAN,Partai Golongan Karya,1,10 RAVINDRA AIRLANGGA_3174030260100030_PASFOTO 4X6.jpg,Laki-Laki,25
259117,"WIARTO SASTRORESONO, S.H,S.Sos, M.Si",JAKARTA UTARA,Partai Gerakan Perubahan Indonesia,1,1 FOTO.png,Laki-Laki,25
282777,VERRY SURYA HENDRAWAN,BOGOR,Partai Keadilan dan Persatuan Indonesia,1,Jabar 5 pas foto.jpg,Laki-Laki,25
292408,"Drs. H. BAHRUL ULUM, M.Pd.I",KOTA DEPOK,Partai Bulan Bintang,1,BAHRUL ULUM.jpeg,Laki-Laki,25
30702,"SURYANTO GULTOM, SH",BOGOR,Partai Solidaritas Indonesia,2,IMG_2997 copy.jpg,Laki-Laki,25
72737,"Hj. TINTIN HENDRAYANI, S.IP",JAKARTA TIMUR,PARTAI BERKARYA,2,FOTO SILON BARU.JPG,Perempuan,25
95396,ICHSAN FIRDAUS,KOTA BEKASI,Partai Golongan Karya,2,ICHSAN FIRDAUS_PAS FOTO 4X6 FIX.jpg,Laki-Laki,25
103769,H. ACHMAD FARIAL,JAKARTA SELATAN,Partai Persatuan pembangunan,2,Farial-Foto.jpg,Laki-Laki,25
108011,"EVA MUTIA, S.Sos",BOGOR,Persatuan Indonesia,2,EVA MUTIA.jpg,Perempuan,25
116278,"SONDANG TARIDA TAMPUBOLON, SH",KOTA TANGERANG SELATAN,Partai NasDem,2,9. Poto Sondang.jpg,Perempuan,25
116919,"Drs. H. MULYADI, MMA",BOGOR,PARTAI GERAKAN INDONESIA RAYA,2,WhatsApp Image 2018-08-11 at 8.44.14 PM.jpeg,Laki-Laki,25
133233,"CAPT. R.JUMADI, M.MAR",BOGOR,Partai Bulan Bintang,2,SKCK JUMADI.jpg,Laki-Laki,25
144642,FALDO MALDINI,KOTA TANGERANG SELATAN,PARTAI AMANAT NASIONAL,2,WhatsApp Image 2018-08-09 at 13.29.53.jpeg,Laki-Laki,25
159963,"ADE WARDHANA ADINATA, SE. MM",BOGOR,Partai Kebangkitan Bangsa,2,PAS HOTO WARNA_Ade Wardana_JABAR V.jpeg,Laki-Laki,25
165853,SAWAL AFRIADI,JAKARTA SELATAN,Partai Keadilan dan Persatuan Indonesia,2,sawal Jabar5 foto.jpg,Laki-Laki,25
175285,"HARUN, S.T",BOGOR,Partai Gerakan Perubahan Indonesia,2,foto.png,Laki-Laki,25
231645,TB SOENMANDJAJA,BOGOR,Partai Keadilan Sejahtera,2,UST SUMAN.jpeg,Laki-Laki,25
259588,"H. MAX SOPACUA, SE, M.Sc",KOTA BOGOR,PARTAI DEMOKRAT,2,H. MAX SOPACUA.jpg,Laki-Laki,25
302849,"Hj.. JAMILAH KESUMA, SH",JAKARTA TIMUR,Partai Hati Nurani Rakyat,2,13_3.PNG,Perempuan,25
303480,AZMAH SHOOBIROH,JAKARTA TIMUR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,2,,Perempuan,25
18532,"DR.. RACHMAWATI, Cht., Akupunkturis",BEKASI,Partai Bulan Bintang,3,RAHCMAWATI.jpg,Perempuan,25
39112,INDAH PERTIWI NATAPRAWIRA,KOTA BEKASI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,3,photo_3174056011650009_4x6.jpg,Perempuan,25
44797,"Prof. Dr. Ir. ISMAN KADAR, MM",BOGOR,Persatuan Indonesia,3,ISMAN KADAR.jpg,Laki-Laki,25
57470,"EKO RUKMANA, SE.,MM.",KOTA DEPOK,Partai Hati Nurani Rakyat,3,Eko Rukmana.PNG,Laki-Laki,25
70526,"Mayjen TNI (Purn). MALIKI MIFT, SIP, M.H.",BOGOR,PARTAI BERKARYA,3,foto untuk silon.JPG,Laki-Laki,25
133705,"R. RORO TRI PONNINGSIH, SS",BOGOR,PARTAI DEMOKRAT,3,"R. RORO TRI PONNINGSIH, SS.jpg",Perempuan,25
138725,"H. HARIS SETIAWAN, SE, MM",KOTA BOGOR,Partai Persatuan pembangunan,3,Haries-foto.jpg,Laki-Laki,25
146266,"Drg. HJ. IS BUDI WIDURI SEKARJATI, MM",BOGOR,Partai Keadilan Sejahtera,3,1.jpg,Perempuan,25
161947,"Hj. MIFTAHUL JANAH, M.Si",KOTA TANGERANG SELATAN,Partai Kebangkitan Bangsa,3,PAS PHOTO WARNA_Miftahul Janah_JABAR V.jpeg,Perempuan,25
175812,"DR.. FRIEDRICH M. RUMINTJAP,, SPOG (K), MARS",KOTA BOGOR,Partai NasDem,3,foto.jpg,Laki-Laki,25
191380,NURLAELATI AHMAD TAUFIK,KOTA BANDUNG,Partai Solidaritas Indonesia,3,foto fix.JPG,Perempuan,25
209232,JASMIN KARTIASA SETIAWAN,KOTA DEPOK,PARTAI GERAKAN INDONESIA RAYA,3,JASMIN.jpg,Perempuan,25
242370,PELTIA SUKMAWATI,BOGOR,Partai Keadilan dan Persatuan Indonesia,3,FOTO PELTIA SUKMAWATI.jpg,Perempuan,25
260031,NATALIA,JAKARTA UTARA,Partai Gerakan Perubahan Indonesia,3,FOTO_NATALIA_9534_160718_134826.png,Perempuan,25
295692,"Hj. RR ENDAH OCTAVIA HARTANTI, SE",BOGOR,PARTAI AMANAT NASIONAL,3,ENDAH.jpg,Perempuan,25
303568,"Hj. ATTIE D. ANDJAR RACHMAN, S.H., M.Si",KOTA CIMAHI,Partai Golongan Karya,3,,Perempuan,25
30148,"TOMMY PAN HOLAN, SE, MM",BOGOR,Partai Solidaritas Indonesia,4,pas foto (1).jpg,Laki-Laki,25
49926,Dr.Ir. ISMUDI MUCHSIN,BOGOR,Persatuan Indonesia,4,ISMUDI MUCHSIN.jpg,Laki-Laki,25
76068,"LUCKY BAYU PURNOMO, SE., ME.",BOGOR,PARTAI GERAKAN INDONESIA RAYA,4,Foto Pak Lucky.jpg,Laki-Laki,25
77725,"NURMANSAH E. TANJUNG, S.E.,M.Si",KOTA BEKASI,PARTAI DEMOKRASI INDONESIA PERJUANGAN,4,edit2.jpg,Laki-Laki,25
88228,"RIZAYATI, MM",BIREUEN,Partai NasDem,4,5. 4x6.JPG,Perempuan,25
93088,Ir. H. GUNAWAN HASAN,BOGOR,PARTAI BERKARYA,4,FOTO.JPG,Laki-Laki,25
145844,"SLAMET SUPRIHANTO, SE",BOGOR,Partai Bulan Bintang,4,SKCK SLAMET.jpg,Laki-Laki,25
165484,DRA. TUTI AM,BOGOR,Partai Kebangkitan Bangsa,4,pas photo_Tuti AM_JABAR V.jpg,Perempuan,25
170565,FERDINAND HUTAHAEAN,KOTA BEKASI,PARTAI DEMOKRAT,4,ferdinand hutahaean.jpg,Laki-Laki,25
174043,LUKMAN NURALIM,KOTA BOGOR,Partai Gerakan Perubahan Indonesia,4,7370_130718_175443 nur.png,Laki-Laki,25
223666,"HILMAN ISMAIL METAREUM, SE",JAKARTA BARAT,Partai Persatuan pembangunan,4,hilman m-foto.jpg,Laki-Laki,25
231735,ILHAM PERMANA,BOGOR,Partai Golongan Karya,4,pas foto 4x6.jpeg,Laki-Laki,25
248976,"WASTO, S.HUT",BOGOR,Partai Keadilan Sejahtera,4,WASTO.jpeg,Laki-Laki,25
295955,H. MUHAMMAD ARFAN,BOGOR,PARTAI AMANAT NASIONAL,4,foto.jpg,Laki-Laki,25
302851,LIZA AYU ANUGERAH,KOTA TANGERANG SELATAN,Partai Hati Nurani Rakyat,4,13_5.PNG,Perempuan,25
32634,"MUHAMMAD NUR M HORU, SH",BOGOR,Partai Kebangkitan Bangsa,5,PAS PHOTO WARNA 4X6_M. Nur. M. Horu_JABAR VII.jpeg,Laki-Laki,25
39285,H. BAMBANG GUNAWAN,BOGOR,PARTAI DEMOKRASI INDONESIA PERJUANGAN,5,Bambang Gunawan.jpeg,Laki-Laki,25
46510,"YUNIUS SUWANTORO, S.Sos",BOGOR,Partai Solidaritas Indonesia,5,Foto.jpg,Laki-Laki,25
49549,"ALMIZAN ULFA, SE, MSc",BOGOR,Persatuan Indonesia,5,ALMIZAN ULFA.jpg,Laki-Laki,25
88652,"SAHRUL GUNAWAN, S.E., M.Si.",JAKARTA SELATAN,Partai NasDem,5,Foto Sahrul Gunawan.jpg,Laki-Laki,25
92358,Ir. H. DIDIK HARIYANTO,KOTA BOGOR,PARTAI GERAKAN INDONESIA RAYA,5,DIDIK.jpg,Laki-Laki,25
